gender,season,occasion,dress_type,product,shoes,accessory,color,fabric,budget
female,winter,casual,western,turtle neck + coat,sneakers,bracelet,pink,wool,8633
male,summer,barat,western,t shirt + shorts,sneakers,watch,red,cotton,11014
male,autumn,barat,western,light jacket + chinos,formal shoes,belt,red,linen,19426
male,autumn,barat,eastern,kurta + waistcoat,khussa,cap + watch,gold,linen,6015
female,spring,office,eastern,kurti + plazo,flats,necklace + bracelet,navy,chiffon,4752
female,autumn,wedding,western,light jacket + top + jeans,sandals,handbag,gold,linen,1921
male,summer,office,western,t shirt + shorts,loafers,belt,pink,cotton,12258
male,autumn,mehndi,western,light jacket + chinos,loafers,cap,yellow,linen,11594
female,autumn,walima,western,light jacket + top + jeans,sneakers,bracelet + earrings,silver,denim,17032
female,summer,mehndi,western,dress,heels,earrings,orange,cotton,17529
male,spring,walima,western,t shirt + joggers,sneakers,cap,silver,cotton,9441
female,winter,wedding,eastern,long frock + coat,flats,necklace,maroon,leather,8212
female,autumn,walima,eastern,kurti + trouser,sandals,earrings,silver,denim,2757
male,summer,walima,eastern,kurta + pajama,peshawari chappal,belt + cap,white,lawn,11419
male,summer,casual,western,t shirt + jeans,loafers,watch,blue,lawn,2095
male,summer,eid,western,t shirt + jeans,boots,cap + belt,pastel,linen,4582
male,autumn,wedding,eastern,kurta + waistcoat,peshawari chappal,watch,gold,linen,16106
male,spring,eid,eastern,kurta + pajama,peshawari chappal,watch,pastel,cotton,7145
male,spring,office,western,t shirt + joggers,formal shoes,cap,orange,chiffon,11784
male,summer,office,eastern,shalwar kameez,khussa,belt + cap,pink,cotton,1734
male,winter,christmas,western,sweatshirt + joggers,boots,cap + belt,green,wool,11799
female,winter,walima,eastern,kurta + shawl,flats,handbag + necklace,silver,denim,12489
female,autumn,eid,western,light jacket + top + jeans,heels,bracelet + earrings,pastel,linen,18016
male,spring,wedding,western,blazer + jeans,formal shoes,cap + watch,gold,chiffon,1394
female,autumn,walima,western,light jacket + top + jeans,heels,necklace,white,denim,11938
female,winter,casual,eastern,kurta + shawl,khussa,earrings,pink,leather,8702
female,spring,barat,eastern,kurti + plazo,khussa,earrings,red,chiffon,11193
male,summer,barat,eastern,shalwar kameez,peshawari chappal,watch,red,lawn,12324
male,summer,office,western,t shirt + jeans,boots,belt,green,lawn,2807
male,spring,casual,eastern,kurta + pajama,khussa,belt,pink,chiffon,14525
female,autumn,walima,western,light jacket + top + jeans,sneakers,bracelet + handbag,silver,denim,5763
male,autumn,casual,western,shirt + jeans,sneakers,cap,maroon,linen,8143
male,autumn,christmas,western,light jacket + chinos,sneakers,watch,green,linen,6197
female,winter,christmas,western,turtle neck + coat,sneakers,necklace,red,denim,15679
female,winter,christmas,eastern,long frock + coat,flats,necklace,green,denim,14300
female,summer,office,eastern,short frock + plazo,sandals,handbag,orange,cotton,2293
male,spring,wedding,eastern,kurta + pajama,khussa,watch,gold,chiffon,17833
male,autumn,casual,western,shirt + jeans,loafers,belt + watch,beige,denim,8966
female,winter,eid,eastern,kurta + shawl,sandals,necklace + handbag,white,leather,7476
male,winter,christmas,eastern,kurta + waistcoat,khussa,cap + watch,red,leather,6571
female,winter,mehndi,eastern,kurta + shawl,sandals,necklace,yellow,wool,16093
male,autumn,mehndi,eastern,kurta + waistcoat,khussa,belt + cap,green,denim,10144
female,winter,barat,western,hoodie + baggy jeans,sandals,necklace,maroon,leather,1815
male,spring,walima,western,dress shirt + chinos,boots,watch,white,chiffon,4804
female,winter,wedding,western,hoodie + baggy jeans,sneakers,handbag,gold,leather,17273
female,summer,christmas,eastern,short frock + plazo,khussa,earrings + handbag,red,cotton,7460
female,summer,eid,western,top + baggy jeans,heels,necklace,pastel,cotton,13978
male,autumn,wedding,western,shirt + jeans,loafers,watch + cap,red,denim,17589
male,autumn,office,eastern,kurta + waistcoat,khussa,cap + watch,gold,denim,7109
female,winter,casual,eastern,long frock + coat,flats,handbag + bracelet,gold,wool,13375
female,spring,office,eastern,kurti + plazo,sandals,necklace,pink,cotton,2649
female,autumn,eid,eastern,kurti + trouser,sandals,bracelet + necklace,white,denim,13037
female,autumn,wedding,eastern,kurti + trouser,khussa,handbag,gold,denim,13503
female,summer,office,western,t shirt + skirt,sandals,bracelet,yellow,lawn,3491
male,autumn,barat,eastern,kurta + waistcoat,peshawari chappal,watch,maroon,denim,6573
male,summer,wedding,eastern,kurta + pajama,peshawari chappal,watch,red,lawn,3928
male,spring,christmas,eastern,kurta + pajama,khussa,cap,red,cotton,18017
male,spring,wedding,western,dress shirt + chinos,boots,belt,maroon,chiffon,15660
female,summer,christmas,eastern,long frock + tights,flats,handbag,red,cotton,10766
male,autumn,walima,eastern,kurta + waistcoat,khussa,watch,white,linen,14538
male,autumn,walima,eastern,kurta + waistcoat,peshawari chappal,belt,white,denim,7473
male,summer,walima,eastern,shalwar kameez,khussa,belt,white,linen,9305
male,summer,christmas,eastern,shalwar kameez,khussa,watch,green,cotton,4215
female,summer,wedding,eastern,kurti + trouser,khussa,necklace,red,linen,4628
male,spring,casual,eastern,kurta + pajama,peshawari chappal,watch,orange,cotton,16629
female,summer,office,eastern,kurti + trouser,sandals,necklace + earrings,beige,lawn,15765
male,summer,office,western,hawaiian shirt + chinos,loafers,belt,pink,lawn,14312
male,spring,walima,eastern,kurta + pajama,peshawari chappal,watch + belt,silver,cotton,15654
male,summer,office,western,t shirt + shorts,loafers,belt,navy,cotton,17511
male,winter,wedding,western,sweatshirt + joggers,formal shoes,cap + watch,maroon,wool,3444
male,autumn,office,western,light jacket + chinos,formal shoes,cap,red,denim,5613
female,winter,walima,eastern,kurta + shawl,sandals,bracelet,silver,wool,17978
male,winter,walima,western,hoodie + jeans,loafers,cap + watch,white,leather,5419
female,autumn,wedding,western,light jacket + top + jeans,sneakers,earrings,maroon,linen,5834
female,winter,office,eastern,long frock + coat,flats,earrings,navy,wool,11680
female,spring,christmas,western,top + jeans,sandals,handbag,green,cotton,4870
male,autumn,mehndi,western,shirt + jeans,formal shoes,watch + belt,yellow,denim,19018
female,autumn,wedding,eastern,kurti + trouser,flats,bracelet + necklace,red,linen,4405
male,summer,mehndi,western,t shirt + shorts,boots,belt,orange,linen,14093
male,winter,office,western,turtle neck + jeans,loafers,belt + watch,blue,wool,12968
female,spring,barat,western,top + jeans,sneakers,handbag,maroon,cotton,1760
male,autumn,wedding,eastern,kurta + waistcoat,khussa,cap,gold,denim,6921
female,autumn,wedding,western,light jacket + top + jeans,sneakers,handbag,maroon,denim,14215
female,autumn,casual,eastern,kurti + trouser,flats,handbag + bracelet,yellow,denim,16501
female,spring,casual,eastern,kurti + plazo,sandals,bracelet + necklace,brown,cotton,17647
male,summer,barat,eastern,shalwar kameez,khussa,cap,red,linen,11681
male,spring,christmas,eastern,kurta + pajama,khussa,cap,red,cotton,19592
female,spring,eid,western,top + jeans,sneakers,handbag,white,chiffon,19682
female,summer,casual,western,dress,boots,bracelet,green,lawn,1847
male,summer,barat,western,hawaiian shirt + chinos,loafers,cap + watch,gold,cotton,5990
female,spring,eid,eastern,kurti + plazo,sandals,earrings,white,chiffon,8735
female,winter,mehndi,eastern,long frock + coat,flats,necklace,orange,leather,19920
male,autumn,casual,eastern,kurta + waistcoat,peshawari chappal,watch,purple,denim,10336
male,winter,casual,western,jacket + jeans,sneakers,cap + watch,white,wool,13155
male,spring,mehndi,western,dress shirt + chinos,loafers,belt + cap,orange,chiffon,9055
female,winter,christmas,eastern,kurta + shawl,flats,earrings,red,denim,5265
male,winter,eid,western,hoodie + jeans,boots,belt,pastel,wool,18548
female,spring,walima,eastern,kurti + plazo,flats,handbag,white,cotton,11263
female,winter,office,eastern,kurta + shawl,flats,necklace,red,wool,4029
male,winter,mehndi,eastern,shalwar kameez + shawl,khussa,cap,green,wool,19520
female,summer,walima,eastern,short frock + plazo,khussa,handbag,silver,linen,4507
female,spring,eid,western,dress shirt + pants,sneakers,bracelet + earrings,white,chiffon,3501
female,winter,eid,western,hoodie + baggy jeans,heels,necklace + handbag,pastel,denim,17373
male,summer,eid,eastern,shalwar kameez,peshawari chappal,watch + belt,white,linen,12268
male,spring,walima,eastern,kurta + pajama,khussa,watch + cap,silver,chiffon,14802
female,spring,christmas,eastern,kurti + plazo,sandals,bracelet + earrings,green,chiffon,6340
male,winter,casual,eastern,kurta + waistcoat,khussa,belt + cap,gold,wool,14012
male,summer,eid,eastern,kurta + pajama,khussa,cap,white,cotton,5642
female,autumn,eid,western,light jacket + top + jeans,sandals,earrings + handbag,pastel,denim,15747
male,summer,eid,western,t shirt + shorts,sneakers,watch,white,linen,13257
female,winter,walima,western,hoodie + baggy jeans,heels,necklace + earrings,silver,wool,19883
female,winter,office,eastern,kurta + shawl,khussa,bracelet + earrings,maroon,wool,18360
male,winter,walima,western,sweatshirt + joggers,sneakers,watch + cap,silver,denim,2110
male,autumn,mehndi,eastern,kurta + waistcoat,khussa,belt,green,linen,18551
female,summer,barat,eastern,long frock + tights,khussa,handbag,maroon,cotton,10889
female,summer,wedding,western,dress,boots,necklace,gold,linen,7492
male,spring,walima,western,t shirt + joggers,sneakers,belt + watch,silver,cotton,18354
female,spring,eid,western,dress shirt + pants,heels,necklace + earrings,white,chiffon,12533
male,summer,office,western,t shirt + shorts,formal shoes,cap,orange,cotton,10201
female,summer,eid,eastern,long frock + tights,flats,handbag,white,cotton,2148
male,spring,wedding,western,t shirt + joggers,formal shoes,watch,maroon,chiffon,12251
male,summer,wedding,eastern,shalwar kameez,peshawari chappal,watch + cap,gold,cotton,12783
female,winter,walima,western,hoodie + baggy jeans,sandals,earrings + handbag,silver,wool,9098
male,summer,walima,eastern,shalwar kameez,khussa,cap,silver,lawn,7766
female,spring,eid,eastern,kurti + plazo,khussa,earrings + bracelet,pastel,chiffon,6767
female,summer,wedding,western,top + baggy jeans,sneakers,necklace + bracelet,red,lawn,16830
female,summer,office,western,top + baggy jeans,heels,earrings,brown,linen,11589
female,winter,walima,western,sweater + jeans,sandals,handbag,white,denim,3914
female,summer,christmas,eastern,short frock + plazo,sandals,necklace,red,cotton,1874
male,summer,office,eastern,kurta + pajama,peshawari chappal,belt + watch,red,lawn,6394
female,autumn,wedding,eastern,kurti + trouser,sandals,necklace + earrings,red,denim,5965
female,spring,eid,eastern,kurti + plazo,sandals,handbag + necklace,pastel,cotton,19849
female,autumn,christmas,eastern,kurti + trouser,khussa,handbag,red,linen,7261
female,winter,eid,eastern,kurta + shawl,flats,necklace,pastel,wool,14035
female,autumn,wedding,western,light jacket + top + jeans,sandals,necklace,gold,denim,10357
male,autumn,office,western,shirt + jeans,boots,watch + cap,purple,linen,3257
female,spring,eid,western,top + jeans,sandals,handbag + bracelet,pastel,cotton,14156
male,summer,christmas,eastern,shalwar kameez,khussa,belt + cap,red,cotton,13914
male,autumn,christmas,eastern,kurta + waistcoat,peshawari chappal,cap + belt,green,denim,5943
female,summer,christmas,western,dress,sandals,handbag,green,linen,8571
female,spring,eid,eastern,kurti + plazo,flats,bracelet + earrings,white,chiffon,6191
female,autumn,barat,western,light jacket + top + jeans,heels,necklace,gold,linen,14206
female,spring,eid,western,top + jeans,boots,bracelet,pastel,chiffon,4064
male,winter,office,eastern,kurta + waistcoat,khussa,cap + belt,black,leather,5474
female,spring,barat,eastern,kurti + plazo,khussa,necklace,red,cotton,3967
male,winter,wedding,eastern,shalwar kameez + shawl,khussa,belt,red,leather,17894
female,winter,barat,eastern,kurta + shawl,khussa,necklace + handbag,gold,wool,11896
male,summer,wedding,eastern,shalwar kameez,peshawari chappal,belt + watch,red,linen,12069
male,winter,office,eastern,kurta + waistcoat,khussa,belt + cap,brown,denim,13385
female,autumn,casual,eastern,kurti + trouser,flats,earrings,white,linen,16604
male,autumn,walima,eastern,kurta + waistcoat,peshawari chappal,watch,white,denim,8691
female,autumn,eid,eastern,kurti + trouser,sandals,handbag,pastel,denim,14535
male,winter,wedding,western,sweatshirt + joggers,formal shoes,watch,gold,wool,15522
male,autumn,mehndi,western,shirt + jeans,boots,watch,orange,denim,8428
male,summer,mehndi,western,t shirt + jeans,boots,watch + belt,orange,cotton,8031
male,winter,walima,eastern,shalwar kameez + shawl,peshawari chappal,cap,silver,leather,7302
female,spring,barat,western,top + jeans,sneakers,handbag + necklace,red,chiffon,10191
female,summer,eid,western,top + baggy jeans,sandals,earrings,pastel,cotton,6245
male,spring,eid,eastern,kurta + pajama,peshawari chappal,cap + watch,pastel,cotton,15426
male,autumn,walima,western,light jacket + chinos,boots,belt,white,denim,15175
female,spring,barat,eastern,kurti + plazo,sandals,handbag + earrings,gold,cotton,11512
male,autumn,mehndi,eastern,kurta + waistcoat,khussa,cap + belt,green,denim,3320
female,spring,walima,eastern,kurti + plazo,flats,necklace,silver,chiffon,18976
male,autumn,christmas,eastern,kurta + waistcoat,khussa,cap,green,denim,7718
female,winter,walima,eastern,kurta + shawl,flats,handbag + necklace,silver,wool,14250
male,summer,mehndi,western,t shirt + shorts,sneakers,belt,yellow,cotton,2685
male,spring,eid,western,t shirt + joggers,formal shoes,belt + watch,pastel,cotton,18642
female,autumn,office,eastern,kurti + trouser,flats,bracelet + earrings,brown,linen,12003
female,summer,casual,eastern,kurti + trouser,flats,bracelet,silver,cotton,18791
female,summer,casual,eastern,short frock + plazo,flats,handbag,beige,lawn,11112
female,spring,mehndi,eastern,kurti + plazo,sandals,bracelet,green,chiffon,6637
female,autumn,christmas,western,light jacket + top + jeans,sneakers,necklace + bracelet,green,denim,4888
female,autumn,wedding,western,light jacket + top + jeans,sneakers,earrings,maroon,linen,13868
male,winter,walima,eastern,kurta + waistcoat,khussa,watch,silver,leather,14979
female,summer,walima,western,top + baggy jeans,heels,earrings + necklace,white,lawn,5777
female,autumn,mehndi,eastern,kurti + trouser,flats,earrings + necklace,green,denim,3263
male,summer,wedding,western,t shirt + jeans,boots,watch,red,cotton,11248
male,spring,walima,western,dress shirt + chinos,loafers,cap + belt,white,chiffon,9694
male,autumn,wedding,eastern,kurta + waistcoat,khussa,belt + watch,gold,linen,19582
male,spring,mehndi,eastern,kurta + pajama,khussa,belt + watch,green,chiffon,10695
female,spring,casual,eastern,kurti + plazo,flats,handbag + earrings,purple,cotton,7173
female,spring,walima,eastern,kurti + plazo,sandals,earrings,white,cotton,1756
female,summer,wedding,western,dress,boots,handbag + bracelet,red,cotton,8545
male,winter,eid,eastern,shalwar kameez + shawl,khussa,watch,white,wool,3043
female,summer,eid,eastern,short frock + plazo,khussa,necklace + handbag,pastel,lawn,17934
male,summer,casual,eastern,kurta + pajama,khussa,cap + belt,maroon,lawn,10286
male,autumn,walima,eastern,kurta + waistcoat,khussa,cap + watch,silver,linen,8270
male,winter,mehndi,western,hoodie + jeans,loafers,belt,yellow,wool,3385
female,summer,eid,eastern,short frock + plazo,sandals,handbag,pastel,cotton,5401
male,summer,casual,eastern,kurta + pajama,khussa,cap,black,cotton,14999
